Prioridad,Lakehouse,Esquema,source_table,target_table,Campo_001,Campo_002,Campo_003,Campo_004,Campo_005,Campo_006,Campo_007,Campo_008,Campo_009,Campo_010,Campo_011,Campo_012,Campo_013,Campo_014,Campo_015,Campo_016,Campo_017,Campo_018,Campo_019,Campo_020,Campo_021,Campo_022,Campo_023,Campo_024,Campo_025,Campo_026,Campo_027,Campo_028,Campo_029,Campo_030,Campo_031,Campo_032,Campo_033,Campo_034,Campo_035,Campo_036,Campo_037,Campo_038,Campo_039,Campo_040,Campo_041,Campo_042,Campo_043,Campo_044,Campo_045,Campo_046,Campo_047,Campo_048,Campo_049,Campo_050,Campo_051,Campo_052,Campo_053,Campo_054,Campo_055,Campo_056,Campo_057,Campo_058,Campo_059,Campo_060,Campo_061,Campo_062,Campo_063,Campo_064,Campo_065,Campo_066,Campo_067,Campo_068,Campo_069,Campo_070,Campo_071,Campo_072,Campo_073,Campo_074,Campo_075,Campo_076,Campo_077,Campo_078,Campo_079,Campo_080,Campo_081,Campo_082,Campo_083,Campo_084,Campo_085,Campo_086,Campo_087,Campo_088,Campo_089,Campo_090,Campo_091,Campo_092,Campo_093,Campo_094,Campo_095,Campo_096,Campo_097,Campo_098,Campo_099,Campo_100,Campo_101,Campo_102,Campo_103,Campo_104,Campo_105,Campo_106,Campo_107,Campo_108,Campo_109,Campo_110,Campo_111,Campo_112,Campo_113,Campo_114,Campo_115,Campo_116,Campo_117,Campo_118,Campo_119,Campo_120,Campo_121,Campo_122,Campo_123,Campo_124,Campo_125,Campo_126,Campo_127,Campo_128,Campo_129,Campo_130,Campo_131,Campo_132,Campo_133,Campo_134,Campo_135,Campo_136,Campo_137,Campo_138,Campo_139,Campo_140,Campo_141,Campo_142,Campo_143,Campo_144,Campo_145,Campo_146,Campo_147,Campo_148,Campo_149,Campo_150,Campo_151,Campo_152,Campo_153,Campo_154,Campo_155,Campo_156,Campo_157,Campo_158,Campo_159,Campo_160,Campo_161,Campo_162,Campo_163,Campo_164,Campo_165,Campo_166,Campo_167,Campo_168,Campo_169,Campo_170,Campo_171,Campo_172,Campo_173,Campo_174,Campo_175,Campo_176,Campo_177,Campo_178,Campo_179,Campo_180,Campo_181,Campo_182,Campo_183,Campo_184,Campo_185,Campo_186,Campo_187,Campo_188,Campo_189,Campo_190,Campo_191,Campo_192,Campo_193,Campo_194,Campo_195,Campo_196,Campo_197,Campo_198,Campo_199,Campo_200,Campo_201,Campo_202,Campo_203,Campo_204,Campo_205,Campo_206,Campo_207,Campo_208,Campo_209,sap_Client,sap_CreatedBy,sap_CreatedOn,sap_LastChangedBy,sap_LastChangedOn,sap_DataSource,sap_LogicalSystem,sap_DataPackage,Notas_SAP
6,lh_bronze_qad1,aa,FA_MSTR,fixed_assets,FA_ID,FA_ENTITY,FA_POST,FA_DEP,FA_DESC1,FA_RECEIVER,FA_AUTH_NUMBER,FA_QTY,FA_CODE,FA_STARTDT,FA_WARDT,FA_DISP_DT,FA_DISP_RSN,FA_PURAMT,FA_REPLAMT,FA_DISPAMT,FA_SALVAMT,FA_CUSTODIAN,FA_FACLS_ID,FA_PARENT,FA_VENDSRC,FA_PO,FA_FABCH_ID,FA_CMTINDX,FA_INS_CO,FA_INS_DATE,FA_INS_NBR,FA_INSAMT,FA_MIGRATE,FA_MOD_USERID,FA_MOD_DATE,FA_USER1,FA_USER2,FA__CHR01,FA__CHR02,FA__CHR03,FA__CHR04,FA__DEC01,FA__DEC02,FA__DEC03,FA__DEC04,FA__LOG01,FA__LOG02,FA__LOG03,FA__LOG04,FA__DTE01,FA__DTE02,FA__DTE03,FA__DTE04,FA__INT01,FA__INT02,FA__INT03,FA__INT04,FA_SPLIT_FROM,FA_SPLIT_DATE,FA_FALOC_ID,FA_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_sap_rise,aa,IASHV,fixed_assets,Asset,Segment,,,AssetDescription,,,,,,,,,,,,,,,,,,,,,DocumentDate,,,,,DocumentDate,,,,,,,,,,,,,,,,,,,,,,,,DocumentDate,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,ecp,payroll_register,payroll_register,employee_id,concept_id,payroll_date,amount,company_address,payroll_run_type,payment_method,custom_string_01,custom_string_02,custom_decimal_01,custom_decimal_02,custom_string_03,custom_string_04,custom_string_05,custom_decimal_03,custom_decimal_04,custom_decimal_05,custom_datetime_01,custom_datetime_02,custom_datetime_03,absence_type_code,absence_days,source_oid,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_qad2,ecp,XXNOM_MSTR,payroll_register,XXNOM_EMP,XXNOM_CON,XXNOM_FECHA,XXNOM_MONTO,XXNOM_ENTPR_ADDR,XXNOM_TYPE_PR,XXNOM_FP,XXNOM__CHR01,XXNOM__CHR02,XXNOM__DEC01,XXNOM__DEC02,XXNOM__CHR03,XXNOM__CHR04,XXNOM__CHR05,XXNOM__DEC03,XXNOM__DEC04,XXNOM__DEC05,XXNOM__DTE01,XXNOM__DTE02,XXNOM__DTE03,XXNOM_CVEVAC,XXNOM_DAYVAC,OID_XXNOM_MSTR,XXNOM_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_sap_rise,ecp,IFIGLITM,payroll_register,,,DocumentDate,AmountInCompanyCodeCurrency,,,,,,,,,,,,,,DocumentDate,DocumentDate,DocumentDate,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,fi,account_balance_items,account_balance_items,account_id,cost_center_id,segment_id,project_id,year,period,amount,currency_amount,user1,user2,gl_subaccount_id,ecur_amount,qadc01,dr_amount,cr_amount,cr_currency_amount,dr_currency_amount,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_qad1,fi,ACD_DET,account_balance_items,ACD_ACC,ACD_CC,ACD_ENTITY,ACD_PROJECT,ACD_YEAR,ACD_PER,ACD_AMT,ACD_CURR_AMT,ACD_USER1,ACD_USER2,ACD_SUB,ACD_ECUR_AMT,ACD__QADC01,ACD_DR_AMT,ACD_CR_AMT,ACD_CR_CURR_AMT,ACD_DR_CURR_AMT,ACD_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_sap_rise,fi,IACCDOCITEM,account_balance_items,GLAccount,CostCenter,Segment,WBSElementInternalID,FiscalYear,FiscalPeriod,AmountInCompanyCodeCurrency,TransactionCurrencyAmount,,,GLAccount,AmountInCompanyCodeCurrency,,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,fi,accounts_payable,accounts_payable,type_code,ref,batch_id,supplier_id,effective_date,date,amount,gl_account_id,cost_center_id,discount_gl_account_id,discount_cost_center_id,open,remark,user1,user2,currency_code,exchange_rate,bank_id,sort,expt_date,segment_id,ent_ex,ckfrm,qad01,qad02,qad03,dy_code,remit,exchange_rate_2,exchange_rate_type,base_amount,exchange_rate_sequence,gl_subaccount_id,discount_gl_subaccount_id,unapplied_ref,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_qad1,fi,AP_MSTR,accounts_payable,AP_TYPE,AP_REF,AP_BATCH,AP_VEND,AP_EFFDATE,AP_DATE,AP_AMT,AP_ACCT,AP_CC,AP_DISC_ACCT,AP_DISC_CC,AP_OPEN,AP_RMK,AP_USER1,AP_USER2,AP_CURR,AP_EX_RATE,AP_BANK,AP_SORT,AP_EXPT_DATE,AP_ENTITY,AP_ENT_EX,AP_CKFRM,AP__QAD01,AP__QAD02,AP__QAD03,AP_DY_CODE,AP_REMIT,AP_EX_RATE2,AP_EX_RATETYPE,AP_BASE_AMT,AP_EXRU_SEQ,AP_SUB,AP_DISC_SUB,AP_UNAPPLIED_REF,AP_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_sap_rise,fi,IFISLI,accounts_payable,,AccountingDocument,,Supplier,DocumentDate,PostingDate,AmountInCompanyCodeCurrency,GLAccount,CostCenter,GLAccount,CostCenter,,,,,TransactionCurrency,,,,DocumentDate,Segment,,,,,,,,,,AmountInCompanyCodeCurrency,,GLAccount,GLAccount,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,fi,accounts_receivable,accounts_receivable,document_type,document_id,customer_account,sales_order_id,extra_commission_pct_1,extra_commission_pct_2,effective_date,posting_date,payment_code,purchase_order_id,amount,amount_applied,cash_discount_date,payment_due_date,expected_payment_date,account_id,cost_center_id,sales_amount,addl_sales_employee_1,addl_sales_employee_2,paid_date,batch_id,discount_account_id,discount_cost_center_id,ship_to_id,open_item_flag,disputed_flag,check_number,comment_index,user_field_1,user_field_2,currency_code,exchange_rate,variance_gl_account_id,variance_cost_center,bank_id,margin_amount,entity_code,enterprise_exchange_rate,udf_char_01,udf_char_02,udf_char_03,udf_char_04,udf_char_05,udf_date_01,udf_date_02,udf_decimal_01,udf_decimal_02,udf_flag_01,draft_flag,last_due_date,print_flag,invoice_credit_reference,freight_terms,commission_pct_1,commission_pct_2,commission_pct_3,commission_pct_4,sales_employee_1,sales_employee_2,sales_employee_3,sales_employee_4,bill_to_id,tax_date,tax_environment,draft_selected_flag,collection_method,amount_change,discount_change,base_amount,fsm_type,commission_amount_1,commission_amount_2,commission_amount_3,commission_amount_4,dunning_procedure_code,dunning_level,exchange_rate_2,exchange_rate_type,base_amount_change,base_amount_applied,base_commission_amount_1,base_commission_amount_2,base_commission_amount_3,base_commission_amount_4,exchange_rate_sequence,direct_debit_currency,direct_debit_exchange_rate,direct_debit_exchange_rate_2,direct_debit_exrate_sequence,application_owner,subaccount_id,discount_subaccount,variance_subaccount_id,prepayment_flag,ship_from_id,customer_bank,draft_discount_date,reconciliation_date,document_status,customer_initiated_flag,draft_submit_date,payment_method,void_date,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_qad1,fi,AR_MSTR,accounts_receivable,AR_TYPE,AR_NBR,AR_CUST,AR_SO_NBR,`AR_XCOMM_PCT##1`,`AR_XCOMM_PCT##2`,AR_EFFDATE,AR_DATE,AR_CR_TERMS,AR_PO,AR_AMT,AR_APPLIED,AR_DISC_DATE,AR_DUE_DATE,AR_EXPT_DATE,AR_ACCT,AR_CC,AR_SALES_AMT,AR_XSLSPSN1,AR_XSLSPSN2,AR_PAID_DATE,AR_BATCH,AR_DISC_ACCT,AR_DISC_CC,AR_SHIP,AR_OPEN,AR_CONTESTED,AR_CHECK,AR_CMTINDX,AR_USER1,AR_USER2,AR_CURR,AR_EX_RATE,AR_VAR_ACCT,AR_VAR_CC,AR_BANK,AR_MRGN_AMT,AR_ENTITY,AR_ENT_EX,AR__CHR01,AR__CHR02,AR__CHR03,AR__CHR04,AR__CHR05,AR__DTE01,AR__DTE02,AR__DEC01,AR__DEC02,AR__LOG01,AR_DRAFT,AR_LDUE_DATE,AR_PRINT,AR_INV_CR,AR_FR_TERMS,`AR_COMM_PCT##1`,`AR_COMM_PCT##2`,`AR_COMM_PCT##3`,`AR_COMM_PCT##4`,`AR_SLSPSN##1`,`AR_SLSPSN##2`,`AR_SLSPSN##3`,`AR_SLSPSN##4`,AR_BILL,AR_TAX_DATE,AR_TAX_ENV,AR_DRFT_SEL,AR_COLL_MTHD,AR_AMT_CHG,AR_DISC_CHG,AR_BASE_AMT,AR_FSM_TYPE,`AR_COMM_AMT##1`,`AR_COMM_AMT##2`,`AR_COMM_AMT##3`,`AR_COMM_AMT##4`,AR_DY_CODE,AR_DUN_LEVEL,AR_EX_RATE2,AR_EX_RATETYPE,AR_BASE_AMT_CHG,AR_BASE_APPLIED,`AR_BASE_COMM_AMT##1`,`AR_BASE_COMM_AMT##2`,`AR_BASE_COMM_AMT##3`,`AR_BASE_COMM_AMT##4`,AR_EXRU_SEQ,AR_DD_CURR,AR_DD_EX_RATE,AR_DD_EX_RATE2,AR_DD_EXRU_SEQ,AR_APP_OWNER,AR_SUB,AR_DISC_SUB,AR_VAR_SUB,AR_PREPAYMENT,AR_SHIPFROM,AR_CUSTOMER_BANK,AR_DRAFT_DISC_DATE,AR_RECON_DATE,AR_STATUS,AR_CUSTOMER_INITIATED,AR_DRAFT_SUBMIT_DATE,AR_PAY_METHOD,AR_VOID_DATE,AR_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_sap_rise,fi,IFICLI,accounts_receivable,DocumentType,AccountingDocument,Customer,SalesOrder,,,DocumentDate,PostingDate,,,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,DocumentDate,DocumentDate,DocumentDate,GLAccount,CostCenter,AmountInCompanyCodeCurrency,,,DocumentDate,,GLAccount,CostCenter,,,,,,,,TransactionCurrency,,GLAccount,,,AmountInCompanyCodeCurrency,,,,,,,,DocumentDate,DocumentDate,,,,,DocumentDate,,,,,,,,,,,,,DocumentDate,,,,AmountInCompanyCodeCurrency,,AmountInCompanyCodeCurrency,,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,,,,,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,,,,,,,GLAccount,,GLAccount,,,,DocumentDate,DocumentDate,,,DocumentDate,,DocumentDate,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,fi,accounts_receivable_items,accounts_receivable_items,document_id,line_type,account_id,cost_center_id,amount,discount_amount,currency_amount,currency_discount_amount,line_text,reference_text,tax_code,tax_indicator,tax_attribute,tax_usage,entity_code,project_code,exchange_rate,exchange_rate_2,exchange_rate_type,exchange_rate_sequence,dunning_procedure_code,dunning_document_id,deduction_number,subaccount,user_field_1,user_field_2,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_qad1,fi,ARD_DET,accounts_receivable_items,ARD_NBR,ARD_TYPE,ARD_ACCT,ARD_CC,ARD_AMT,ARD_DISC,ARD_CUR_AMT,ARD_CUR_DISC,ARD_DESC,ARD_REF,ARD_TAXC,ARD_TAX,ARD_TAX_AT,ARD_TAX_USAGE,ARD_ENTITY,ARD_PROJECT,ARD_EX_RATE,ARD_EX_RATE2,ARD_EX_RATETYPE,ARD_EXRU_SEQ,ARD_DY_CODE,ARD_DY_NUM,ARD_DED_NBR,ARD_SUB,ARD_USER1,ARD_USER2,ARD_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_sap_rise,fi,IACCDOCITEM,accounts_receivable_items,AccountingDocument,,GLAccount,CostCenter,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,,,,,,,,,,,,,,,,,,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,fi,ap_invoices,ap_invoices,ref,payment_code,invoice_id,applied,discount_date,due_date,hold,paid_date,amount_change,discount_change,purchase_order_id,receiver,ndisc_amount,hold_amount,comment_index,currency_code,exchange_rate,user1,separate,ship_to_id,chr01,chr02,chr03,chr04,chr05,dte01,dte02,dec01,dec02,log01,tax_percent_1,tax_percent_2,tax_percent_3,type_code,confirmed,conf_by,purchase_order_id_received,prepay,tax_date,modok,user2,tax_env,recur,rcycle,rnbr_cyc,rstart,rexpire,release_date,rv_id,lc_amount,qad01,qad02,qad03,is_ers,taxable,taxc,tax_usage,exchange_rate_2,exchange_rate_type,base_applied,base_amount_change,base_discount_change,base_ndisc,base_hold_amount,exchange_rate_sequence,waiting_exp,resale_amount,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_qad1,fi,VO_MSTR,ap_invoices,VO_REF,VO_CR_TERMS,VO_INVOICE,VO_APPLIED,VO_DISC_DATE,VO_DUE_DATE,VO_HOLD,VO_PAID_DATE,VO_AMT_CHG,VO_DISC_CHG,VO_PO,VO_RECEIVER,VO_NDISC_AMT,VO_HOLD_AMT,VO_CMTINDX,VO_CURR,VO_EX_RATE,VO_USER1,VO_SEPARATE,VO_SHIP,VO__CHR01,VO__CHR02,VO__CHR03,VO__CHR04,VO__CHR05,VO__DTE01,VO__DTE02,VO__DEC01,VO__DEC02,VO__LOG01,`VO_TAX_PCT##1`,`VO_TAX_PCT##2`,`VO_TAX_PCT##3`,VO_TYPE,VO_CONFIRMED,VO_CONF_BY,VO_PO_RCVD,VO_PREPAY,VO_TAX_DATE,VO_MODOK,VO_USER2,VO_TAX_ENV,VO_RECUR,VO_RCYCLE,VO_RNBR_CYC,VO_RSTART,VO_REXPIRE,VO_REL_DATE,VO_RV_NBR,VO_LC_AMT,VO__QAD01,VO__QAD02,VO__QAD03,VO_IS_ERS,VO_TAXABLE,VO_TAXC,VO_TAX_USAGE,VO_EX_RATE2,VO_EX_RATETYPE,VO_BASE_APPLIED,VO_BASE_AMT_CHG,VO_BASE_DISC_CHG,VO_BASE_NDISC,VO_BASE_HOLD_AMT,VO_EXRU_SEQ,VO_WAITING_EXP,VO_RESALE_AMT,VO_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_sap_rise,fi,IFISLI,ap_invoices,AccountingDocument,,,,DocumentDate,DocumentDate,,DocumentDate,AmountInCompanyCodeCurrency,,,,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,,TransactionCurrency,,,,,,,,,,,,,,,,,,,,,,,DocumentDate,,,,,,,,,DocumentDate,,AmountInCompanyCodeCurrency,,,,,,,,,,,AmountInCompanyCodeCurrency,,,AmountInCompanyCodeCurrency,,,AmountInCompanyCodeCurrency,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,fi,budget_header,budget_header,segment_id,account_id,cost_center_id,project_id,format_position_id,budget_account_id,budget_cost_center_id,budget_format_position_id,budget_code,user_1,user_2,sub_account_id,budget_subaccount_id,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_qad1,fi,BG_MSTR,budget_header,BG_ENTITY,BG_ACC,BG_CC,BG_PROJECT,CAST(BG_FPOS AS INT),BG_BUDG_ACC,BG_BUDG_CC,CAST(BG_BUDG_FPOS AS INT),BG_CODE,BG_USER1,BG_USER2,BG_SUB,BG_BUDG_SUB,BG_DOMAIN,CAST(PROGRESS_RECID AS INT),current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lh_bronze_sap_rise,fi,ICSTCNTRBDGT,budget_header,Segment,GLAccount,CostCenter,WBSElementInternalID,,GLAccount,CostCenter,,,,,GLAccount,GLAccount,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
6,lh_silver_erp,fi,budget_line_items,budget_line_items,account_id,cost_center_id,project_id,entry_date,budget_year,budget_period,amount,percentage,format_position_id,segment_id,budget_code,user_1,user_2,user_id,created_date,subaccount_id,currency_amount,exchange_rate,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
